skill,category,normalized_skill,resume_match_weight,aliases,skill_type,parent_skill
Project Operations,Domain-Specific / Other,Project Operations,5,,hard,Domain-Specific / Other
Project Planing,Domain-Specific / Other,Project Planing,5,,hard,Domain-Specific / Other
Project Planning,Domain-Specific / Other,Project Planning,5,,hard,Domain-Specific / Other
project procurement,Operations & Production,Project Procurement,5,,hard,Operations & Production
Project Scheduling,Domain-Specific / Other,Project Scheduling,5,,hard,Domain-Specific / Other
ProjectFinance,Finance & Accounts,Projectfinance,5,,hard,Finance & Accounts
projection welding,Domain-Specific / Other,Projection Welding,5,,hard,Domain-Specific / Other
projections,Domain-Specific / Other,Projections,5,,hard,Domain-Specific / Other
Projects coordination,Domain-Specific / Other,Projects Coordination,5,,hard,Domain-Specific / Other
prompt,Domain-Specific / Other,Prompt,5,,hard,Domain-Specific / Other
proof reading,Domain-Specific / Other,Proof Reading,5,,hard,Domain-Specific / Other
proper planning,Domain-Specific / Other,Proper Planning,5,,hard,Domain-Specific / Other
proper planning of production,Operations & Production,Proper Planning Of Production,5,,hard,Operations & Production
property tax,Finance & Accounts,Property Tax,5,,hard,Finance & Accounts
Proposal Preparation,Domain-Specific / Other,Proposal Preparation,5,,hard,Domain-Specific / Other
protocols,Domain-Specific / Other,Protocols,5,,hard,Domain-Specific / Other
Proven Ability,Domain-Specific / Other,Proven Ability,5,,hard,Domain-Specific / Other
Proven Track Record,Domain-Specific / Other,Proven Track Record,5,,hard,Domain-Specific / Other
provide skill training Procurement,Operations & Production,Provide Skill Training Procurement,5,,hard,Operations & Production
Provident Fund,Domain-Specific / Other,Provident Fund,5,,hard,Domain-Specific / Other
providing corrective and preventive actions to defects and deviations.,Domain-Specific / Other,Providing Corrective And Preventive Actions To Defects And Deviations.,5,,hard,Domain-Specific / Other
providing documents to ca,Domain-Specific / Other,Providing Documents To Ca,5,,hard,Domain-Specific / Other
Providing Training,Domain-Specific / Other,Providing Training,5,,hard,Domain-Specific / Other
Provision,Domain-Specific / Other,Provision,5,,hard,Domain-Specific / Other
provision analysis,Domain-Specific / Other,Provision Analysis,5,,hard,Domain-Specific / Other
Provision Entries,Domain-Specific / Other,Provision Entries,5,,hard,Domain-Specific / Other
PSA,Domain-Specific / Other,Psa,5,,hard,Domain-Specific / Other
PSM,Domain-Specific / Other,Psm,5,,hard,Domain-Specific / Other
Psychology,Domain-Specific / Other,Psychology,5,,hard,Domain-Specific / Other
pt,Domain-Specific / Other,Pt,5,,hard,Domain-Specific / Other
pu foaming,Domain-Specific / Other,Pu Foaming,5,,hard,Domain-Specific / Other
public accountancy,Domain-Specific / Other,Public Accountancy,5,,hard,Domain-Specific / Other
Public Ltd.,Domain-Specific / Other,Public Ltd.,5,,hard,Domain-Specific / Other
public relation,Domain-Specific / Other,Public Relation,5,,hard,Domain-Specific / Other
public relations,Domain-Specific / Other,Public Relations,5,,hard,Domain-Specific / Other
Pulverizer,Domain-Specific / Other,Pulverizer,5,,hard,Domain-Specific / Other
pump,Domain-Specific / Other,Pump,5,,hard,Domain-Specific / Other
Pumps,Domain-Specific / Other,Pumps,5,,hard,Domain-Specific / Other
punctual,Domain-Specific / Other,Punctual,5,,hard,Domain-Specific / Other
Purchase,Domain-Specific / Other,Purchase,5,,hard,Domain-Specific / Other
Purchase & stock Tally,Domain-Specific / Other,Purchase & Stock Tally,5,,hard,Domain-Specific / Other
Purchase Accountant,Domain-Specific / Other,Purchase Accountant,5,,hard,Domain-Specific / Other
Purchase Accounting,Finance & Accounts,Purchase Accounting,5,,hard,Finance & Accounts
purchase and sales invoices,Sales & Marketing,Purchase And Sales Invoices,5,,hard,Sales & Marketing
Purchase Assistant,Domain-Specific / Other,Purchase Assistant,5,,hard,Domain-Specific / Other
Purchase Book,Domain-Specific / Other,Purchase Book,5,,hard,Domain-Specific / Other
Purchase E ...,Domain-Specific / Other,Purchase E ...,5,,hard,Domain-Specific / Other
Purchase Engineer,Operations & Production,Purchase Engineer,5,,hard,Operations & Production
Purchase Entry,Domain-Specific / Other,Purchase Entry,5,,hard,Domain-Specific / Other
Purchase Ledger,Finance & Accounts,Purchase Ledger,5,,hard,Finance & Accounts
Purchase Management,Domain-Specific / Other,Purchase Management,5,,hard,Domain-Specific / Other
Purchase Order,Domain-Specific / Other,Purchase Order,5,,hard,Domain-Specific / Other
Purchase Planning,Domain-Specific / Other,Purchase Planning,5,,hard,Domain-Specific / Other
Purchase Production Engineering,Operations & Production,Purchase Production Engineering,5,,hard,Operations & Production
Purchase Register,Domain-Specific / Other,Purchase Register,5,,hard,Domain-Specific / Other
purchase related documentation,Domain-Specific / Other,Purchase Related Documentation,5,,hard,Domain-Specific / Other
Purchase Requisition,Design Skills,Purchase Requisition,5,,hard,Design Skills
purchase transactions,Domain-Specific / Other,Purchase Transactions,5,,hard,Domain-Specific / Other
Purchase Vendor Development,Operations & Production,Purchase Vendor Development,5,,hard,Operations & Production
purchase vs. sales sheet,Sales & Marketing,Purchase Vs. Sales Sheet,5,,hard,Sales & Marketing
purchase.sales accounting,Sales & Marketing,Purchase.Sales Accounting,5,,hard,Sales & Marketing
Purchasing,Domain-Specific / Other,Purchasing,5,,hard,Domain-Specific / Other
purified,Domain-Specific / Other,Purified,5,,hard,Domain-Specific / Other
PVC,Domain-Specific / Other,Pvc,5,,hard,Domain-Specific / Other
pvc )& also having knowledge of abs compounding.▪,Domain-Specific / Other,Pvc )& Also Having Knowledge Of Abs Compounding.▪,5,,hard,Domain-Specific / Other
pvc )& also having knowledge of abs compounding.▪ coordinating internal activities to ensure on-time & in full delivery performance to customer. ▪ based on production order put the raw material request. ▪ to plan and achieve the production volumes with approved quality as per scheduled sales target. ▪ to ensure all production shift activities are complied with to achieve daily targeted production in time. ▪ to achieve production target by suitable planning,IT & Software,Pvc )& Also Having Knowledge Of Abs Compounding.▪ Coordinating Internal Activities To Ensure On-Time & In Full Delivery Performance To Customer. ▪ Based On Production Order Put The Raw Material Request. ▪ To Plan And Achieve The Production Volumes With Approved Quality As Per Scheduled Sales Target. ▪ To Ensure All Production Shift Activities Are Complied With To Achieve Daily Targeted Production In Time. ▪ To Achieve Production Target By Suitable Planning,5,,hard,IT & Software
Pvc Extrusion,Domain-Specific / Other,Pvc Extrusion,5,,hard,Domain-Specific / Other
PVC Pressure suits. Trainings conducted to chemists,Design Skills,Pvc Pressure Suits. Trainings Conducted To Chemists,5,,hard,Design Skills
PVCS,Domain-Specific / Other,Pvcs,5,,hard,Domain-Specific / Other
Python,IT & Software,Python,5,,hard,IT & Software
Q,Domain-Specific / Other,Q,5,,hard,Domain-Specific / Other
Q plant,Operations & Production,Q Plant,5,,hard,Operations & Production
q.a,Domain-Specific / Other,Q.A,5,,hard,Domain-Specific / Other
q.c (sheet metal),Domain-Specific / Other,Q.C (Sheet Metal),5,,hard,Domain-Specific / Other
Q2C & O2C,Domain-Specific / Other,Q2C & O2C,5,,hard,Domain-Specific / Other
QA,Domain-Specific / Other,Qa,5,,hard,Domain-Specific / Other
QA Ability to operate and interpret experimental data of all major analytical instrument&apos,IT & Software,Qa Ability To Operate And Interpret Experimental Data Of All Major Analytical Instrument&Apos,5,,hard,IT & Software
QA and QC department,Design Skills,Qa And Qc Department,5,,hard,Design Skills
QA QC,Domain-Specific / Other,Qa Qc,5,,hard,Domain-Specific / Other
QA QC Engineer,Operations & Production,Qa Qc Engineer,5,,hard,Operations & Production
Qa Qc Engineer Civil,Operations & Production,Qa Qc Engineer Civil,5,,hard,Operations & Production
QA QC Manager,Domain-Specific / Other,Qa Qc Manager,5,,hard,Domain-Specific / Other
QA testing,Domain-Specific / Other,Qa Testing,5,,hard,Domain-Specific / Other
Qa&QC in civil . quality engineer civil. material testing in civil . quality manager,Operations & Production,Qa&Qc In Civil . Quality Engineer Civil. Material Testing In Civil . Quality Manager,5,,hard,Operations & Production
qaqc,Domain-Specific / Other,Qaqc,5,,hard,Domain-Specific / Other
qbo oracle),Domain-Specific / Other,Qbo Oracle),5,,hard,Domain-Specific / Other
QC,Domain-Specific / Other,Qc,5,,hard,Domain-Specific / Other
QC & TESTING,Domain-Specific / Other,Qc & Testing,5,,hard,Domain-Specific / Other
QC and QA department,Design Skills,Qc And Qa Department,5,,hard,Design Skills
qc chemist,Domain-Specific / Other,Qc Chemist,5,,hard,Domain-Specific / Other
QC Circle,Domain-Specific / Other,Qc Circle,5,,hard,Domain-Specific / Other
QC Date Of Birth & Age,Domain-Specific / Other,Qc Date Of Birth & Age,5,,hard,Domain-Specific / Other
QC Dept,Domain-Specific / Other,Qc Dept,5,,hard,Domain-Specific / Other
QC Engineer,Operations & Production,Qc Engineer,5,,hard,Operations & Production
QC Engineering,Operations & Production,Qc Engineering,5,,hard,Operations & Production
QC Exec.,Domain-Specific / Other,Qc Exec.,5,,hard,Domain-Specific / Other
QC inspection,Domain-Specific / Other,Qc Inspection,5,,hard,Domain-Specific / Other
QC Inspector,Domain-Specific / Other,Qc Inspector,5,,hard,Domain-Specific / Other
QC Management,Domain-Specific / Other,Qc Management,5,,hard,Domain-Specific / Other
QC manager,Domain-Specific / Other,Qc Manager,5,,hard,Domain-Specific / Other
qc painting inspector,Domain-Specific / Other,Qc Painting Inspector,5,,hard,Domain-Specific / Other
QC planning,Domain-Specific / Other,Qc Planning,5,,hard,Domain-Specific / Other
QC QA,Domain-Specific / Other,Qc Qa,5,,hard,Domain-Specific / Other
QC Tools,Domain-Specific / Other,Qc Tools,5,,hard,Domain-Specific / Other
QCC,Domain-Specific / Other,Qcc,5,,hard,Domain-Specific / Other
Qc-E&I Inspector,Domain-Specific / Other,Qc-E&I Inspector,5,,hard,Domain-Specific / Other
QMS,Domain-Specific / Other,Qms,5,,hard,Domain-Specific / Other
QMS and IMS control,Domain-Specific / Other,Qms And Ims Control,5,,hard,Domain-Specific / Other
QMS documentation,Domain-Specific / Other,Qms Documentation,5,,hard,Domain-Specific / Other
qms implementation,Domain-Specific / Other,Qms Implementation,5,,hard,Domain-Specific / Other
QPR4,Domain-Specific / Other,Qpr4,5,,hard,Domain-Specific / Other
QRQC,Domain-Specific / Other,Qrqc,5,,hard,Domain-Specific / Other
Qualification,Domain-Specific / Other,Qualification,5,,hard,Domain-Specific / Other
Qualitative,Domain-Specific / Other,Qualitative,5,,hard,Domain-Specific / Other
Quality,Operations & Production,Quality,5,,hard,Operations & Production
Quality Production Operations,Operations & Production,Quality Production Operations,5,,hard,Operations & Production
quality monitoring,Operations & Production,Quality Monitoring,5,,hard,Operations & Production
quality adherence,Operations & Production,Quality Adherence,5,,hard,Operations & Production
Quality Analysis,Operations & Production,Quality Analysis,5,,hard,Operations & Production
Quality analyst,Operations & Production,Quality Analyst,5,,hard,Operations & Production
Quality Assurance,Operations & Production,Quality Assurance,5,,hard,Operations & Production
Quality Assurance Analytical assurance of QC data and data integrity. Work allocation,IT & Software,Quality Assurance Analytical Assurance Of Qc Data And Data Integrity. Work Allocation,5,,hard,IT & Software
Quality Assurance Engineering,Operations & Production,Quality Assurance Engineering,5,,hard,Operations & Production
quality assurance systems,IT & Software,Quality Assurance Systems,5,,hard,IT & Software
quality assurance.,Operations & Production,Quality Assurance.,5,,hard,Operations & Production
quality at reduced cost. Production System Development : Achieve annual productivity goals by formulating and implementing policies,IT & Software,Quality At Reduced Cost. Production System Development : Achieve Annual Productivity Goals By Formulating And Implementing Policies,5,,hard,IT & Software
Quality Audit,Finance & Accounts,Quality Audit,5,,hard,Finance & Accounts
Quality Check,Operations & Production,Quality Check,5,,hard,Operations & Production
Quality Circle,Operations & Production,Quality Circle,5,,hard,Operations & Production
quality compliance,HR & Recruitment,Quality Compliance,5,,hard,HR & Recruitment
quality control,Operations & Production,Quality Control,5,,hard,Operations & Production
quality control & assurance teams to surpass organisational goals. Delegate responsibilities,Operations & Production,Quality Control & Assurance Teams To Surpass Organisational Goals. Delegate Responsibilities,5,,soft,Operations & Production
Quality Control Analysis,Operations & Production,Quality Control Analysis,5,,hard,Operations & Production
Quality Control Management,Operations & Production,Quality Control Management,5,,hard,Operations & Production
quality control. Knowledge of SAP HANA. Introduced and conducted various safety measures in the department and encouraged employees to make behavioral based safety line walk observations. Introduced and streamlined digitalization of production data in SAP. Schedule planning & manpower according with priority as well. Meet the deadlines of individual production tasks during shift. Check stock levels and report deficiencies in products or raw materials. Ensure proper basic quality checks such as testing of product or packaging before shipping. Inventory & stock management & Ensure proper DISPATCH. Ability to compile effective and concise visual reports (Mis Report,IT & Software,Quality Control. Knowledge Of Sap Hana. Introduced And Conducted Various Safety Measures In The Department And Encouraged Employees To Make Behavioral Based Safety Line Walk Observations. Introduced And Streamlined Digitalization Of Production Data In Sap. Schedule Planning & Manpower According With Priority As Well. Meet The Deadlines Of Individual Production Tasks During Shift. Check Stock Levels And Report Deficiencies In Products Or Raw Materials. Ensure Proper Basic Quality Checks Such As Testing Of Product Or Packaging Before Shipping. Inventory & Stock Management & Ensure Proper Dispatch. Ability To Compile Effective And Concise Visual Reports (Mis Report,5,,hard,IT & Software
Quality engineer,Operations & Production,Quality Engineer,5,,hard,Operations & Production
Quality Engineering,Operations & Production,Quality Engineering,5,,hard,Operations & Production
Quality Head,Operations & Production,Quality Head,5,,hard,Operations & Production
Quality Implementation,Operations & Production,Quality Implementation,5,,hard,Operations & Production
Quality Improvement,Operations & Production,Quality Improvement,5,,hard,Operations & Production
Quality inspactor,Operations & Production,Quality Inspactor,5,,hard,Operations & Production
Quality Inspection,Operations & Production,Quality Inspection,5,,hard,Operations & Production
Quality Inspector,Operations & Production,Quality Inspector,5,,hard,Operations & Production
quality maintain,Operations & Production,Quality Maintain,5,,hard,Operations & Production
Quality Management,Operations & Production,Quality Management,5,,hard,Operations & Production
QUALITY MANEGEMENT SYSTEM,IT & Software,Quality Manegement System,5,,hard,IT & Software
Quality Procedures,Operations & Production,Quality Procedures,5,,hard,Operations & Production
Quality Simplification,Operations & Production,Quality Simplification,5,,hard,Operations & Production
Quality Standards,Operations & Production,Quality Standards,5,,hard,Operations & Production
Quality System Management,IT & Software,Quality System Management,5,,hard,IT & Software
Quality Systems,IT & Software,Quality Systems,5,,hard,IT & Software
quality tools,Operations & Production,Quality Tools,5,,hard,Operations & Production
quantitative analysis,Domain-Specific / Other,Quantitative Analysis,5,,hard,Domain-Specific / Other
Quantitative Research,Domain-Specific / Other,Quantitative Research,5,,hard,Domain-Specific / Other
quarterly,Design Skills,Quarterly,5,,hard,Design Skills
queries,Domain-Specific / Other,Queries,5,,hard,Domain-Specific / Other
Query Management,Domain-Specific / Other,Query Management,5,,hard,Domain-Specific / Other
Query Resolution,Domain-Specific / Other,Query Resolution,5,,hard,Domain-Specific / Other
Query Resolving.,Domain-Specific / Other,Query Resolving.,5,,hard,Domain-Specific / Other
Quick Book,Design Skills,Quick Book,5,,hard,Design Skills
Quick Books,Design Skills,Quick Books,5,,hard,Design Skills
Quick Books & Tally ERP.,Design Skills,Quick Books & Tally Erp.,5,,hard,Design Skills
quick decision making,Design Skills,Quick Decision Making,5,,hard,Design Skills
quick learner,Design Skills,Quick Learner,5,,hard,Design Skills
quickbooks,Design Skills,Quickbooks,5,,hard,Design Skills
quickbooks accounting software,IT & Software,Quickbooks Accounting Software,5,,hard,IT & Software
Quote to Cash-(Q2C),Domain-Specific / Other,Quote To Cash-(Q2C),5,,hard,Domain-Specific / Other
R & D,Domain-Specific / Other,R & D,5,,hard,Domain-Specific / Other
R&D,Domain-Specific / Other,R&D,5,,hard,Domain-Specific / Other
R&d dept,Domain-Specific / Other,R&D Dept,5,,hard,Domain-Specific / Other
R&d dept Quality CenterResearch,Operations & Production,R&D Dept Quality Centerresearch,5,,hard,Operations & Production
r&d. production chemist,Operations & Production,R&D. Production Chemist,5,,hard,Operations & Production
R&D.production departments etc.,Operations & Production,R&D.Production Departments Etc.,5,,hard,Operations & Production
R2R,Domain-Specific / Other,R2R,5,,hard,Domain-Specific / Other
R2R Process,Domain-Specific / Other,R2R Process,5,,hard,Domain-Specific / Other
Radial Stock,Domain-Specific / Other,Radial Stock,5,,hard,Domain-Specific / Other
Radial Tyre Building,Design Skills,Radial Tyre Building,5,,hard,Design Skills
Radiology,Domain-Specific / Other,Radiology,5,,hard,Domain-Specific / Other
Ramco,Domain-Specific / Other,Ramco,5,,hard,Domain-Specific / Other
rate,Domain-Specific / Other,Rate,5,,hard,Domain-Specific / Other
Ratio Analysis,Domain-Specific / Other,Ratio Analysis,5,,hard,Domain-Specific / Other
Raw Material,Domain-Specific / Other,Raw Material,5,,hard,Domain-Specific / Other
Raw material planning in API Pharma manufacturing to complete the production as per schedule and meet the targets as per cGMP and safety guidelines,IT & Software,Raw Material Planning In Api Pharma Manufacturing To Complete The Production As Per Schedule And Meet The Targets As Per Cgmp And Safety Guidelines,5,,hard,IT & Software
Raw Material Procurement,Operations & Production,Raw Material Procurement,5,,hard,Operations & Production
Raw Materials,Domain-Specific / Other,Raw Materials,5,,hard,Domain-Specific / Other
RC,Domain-Specific / Other,Rc,5,,hard,Domain-Specific / Other
RCA,Domain-Specific / Other,Rca,5,,hard,Domain-Specific / Other
rca(root cause analysis),Domain-Specific / Other,Rca(Root Cause Analysis),5,,hard,Domain-Specific / Other
RCC,Domain-Specific / Other,Rcc,5,,hard,Domain-Specific / Other
RDBMS,Domain-Specific / Other,Rdbms,5,,hard,Domain-Specific / Other
Re processing & recovery,Domain-Specific / Other,Re Processing & Recovery,5,,hard,Domain-Specific / Other
reaction,IT & Software,Reaction,5,,hard,IT & Software
reaction handling,IT & Software,Reaction Handling,5,,hard,IT & Software
Reactors,IT & Software,Reactors,5,,hard,IT & Software
reactors etc. ? Take daily stock. ? I have in-depth knowledge across equipment such as Scrubber column,IT & Software,Reactors Etc. ? Take Daily Stock. ? I Have In-Depth Knowledge Across Equipment Such As Scrubber Column,5,,hard,IT & Software
reading,Domain-Specific / Other,Reading,5,,hard,Domain-Specific / Other
ready to with flexible schedule,Domain-Specific / Other,Ready To With Flexible Schedule,5,,hard,Domain-Specific / Other
ready to work in safety filed,Domain-Specific / Other,Ready To Work In Safety Filed,5,,hard,Domain-Specific / Other
reagents,Domain-Specific / Other,Reagents,5,,hard,Domain-Specific / Other
REAL ESTATE,Domain-Specific / Other,Real Estate,5,,hard,Domain-Specific / Other
real Estate QA QC,Domain-Specific / Other,Real Estate Qa Qc,5,,hard,Domain-Specific / Other
rec,Domain-Specific / Other,Rec,5,,hard,Domain-Specific / Other
receivable,Finance & Accounts,Receivable,5,,hard,Finance & Accounts
Receivable Management,Finance & Accounts,Receivable Management,5,,hard,Finance & Accounts
receivables,Finance & Accounts,Receivables,5,,hard,Finance & Accounts
received of C,Domain-Specific / Other,Received Of C,5,,hard,Domain-Specific / Other
Reception,Domain-Specific / Other,Reception,5,,hard,Domain-Specific / Other
receptionist,Domain-Specific / Other,Receptionist,5,,hard,Domain-Specific / Other
Reciprocating,Domain-Specific / Other,Reciprocating,5,,hard,Domain-Specific / Other
Reconciliation,Domain-Specific / Other,Reconciliation,5,,hard,Domain-Specific / Other
Reconciliation and Taxation & Audit Experience in supervising Indian Tax & Saudi Tax Preparing (Vat Report) Proficient at designing and implementing accounting systems & procedures as per regulatory and legal requirements including Taxation,IT & Software,Reconciliation And Taxation & Audit Experience In Supervising Indian Tax & Saudi Tax Preparing (Vat Report) Proficient At Designing And Implementing Accounting Systems & Procedures As Per Regulatory And Legal Requirements Including Taxation,5,,hard,IT & Software
Reconciliation in SAP (FICO) Module. * Debtors Aging Review & Linking in SAP (FICO) Module. * Creditors Aging Review & Linking in SAP (FICO) Module (ALL Local Purchases Accounting & timely Payment to vendor on due date - Linking of Vendor account & Old balance write back) * Credit Card Reconciliation. * Creation of Menu in SOU Software widely used in GCC for Restaurant business. * Daily Interface Sales Upload & Posting Verification in SAP (FICO) Module. * Daily Verification of Bank Deposited & Remittance in SAP (FICO) Module. * Record of Complementary Coupons. * Daily & Monthly Inventory Process in SAP (FICO) Module. * Accounting of Fixed Assets & Advertisement Bills (Complete Assets purchase process from PO,IT & Software,Reconciliation In Sap (Fico) Module. * Debtors Aging Review & Linking In Sap (Fico) Module. * Creditors Aging Review & Linking In Sap (Fico) Module (All Local Purchases Accounting & Timely Payment To Vendor On Due Date - Linking Of Vendor Account & Old Balance Write Back) * Credit Card Reconciliation. * Creation Of Menu In Sou Software Widely Used In Gcc For Restaurant Business. * Daily Interface Sales Upload & Posting Verification In Sap (Fico) Module. * Daily Verification Of Bank Deposited & Remittance In Sap (Fico) Module. * Record Of Complementary Coupons. * Daily & Monthly Inventory Process In Sap (Fico) Module. * Accounting Of Fixed Assets & Advertisement Bills (Complete Assets Purchase Process From Po,5,,hard,IT & Software
reconciliation of accounts,Domain-Specific / Other,Reconciliation Of Accounts,5,,hard,Domain-Specific / Other
Reconciliation Of Financial Statements,Domain-Specific / Other,Reconciliation Of Financial Statements,5,,hard,Domain-Specific / Other
Reconciliation of related party accounts,Design Skills,Reconciliation Of Related Party Accounts,5,,hard,Design Skills
Reconciliations,Domain-Specific / Other,Reconciliations,5,,hard,Domain-Specific / Other
record for fixed assets etc. & Complete accounting of Advertisement bills along with Marketing reconciliation) * ALL Local Purchases Accounting & timely Payment to vendor on due date (Linking of Vendor account & Old balance write back),Sales & Marketing,Record For Fixed Assets Etc. & Complete Accounting Of Advertisement Bills Along With Marketing Reconciliation) * All Local Purchases Accounting & Timely Payment To Vendor On Due Date (Linking Of Vendor Account & Old Balance Write Back),5,,hard,Sales & Marketing
record keeping,Domain-Specific / Other,Record Keeping,5,,hard,Domain-Specific / Other
Record To Report,Domain-Specific / Other,Record To Report,5,,hard,Domain-Specific / Other
Record to Report-(R2R) & Accounting Software’s-Epicor,IT & Software,Record To Report-(R2R) & Accounting Software’S-Epicor,5,,hard,IT & Software
recording to reporting (r2r),Domain-Specific / Other,Recording To Reporting (R2R),5,,hard,Domain-Specific / Other
records review,Domain-Specific / Other,Records Review,5,,hard,Domain-Specific / Other
Recovery,Domain-Specific / Other,Recovery,5,,hard,Domain-Specific / Other
Recovery Operations,Domain-Specific / Other,Recovery Operations,5,,hard,Domain-Specific / Other
Recruiter,HR & Recruitment,Recruiter,5,,hard,HR & Recruitment
Recruitment,HR & Recruitment,Recruitment,5,,hard,HR & Recruitment
Recruitment for QC,HR & Recruitment,Recruitment For Qc,5,,hard,HR & Recruitment
red bin analysis,Domain-Specific / Other,Red Bin Analysis,5,,hard,Domain-Specific / Other
redesign existing processes,Design Skills,Redesign Existing Processes,5,,hard,Design Skills
reducing conversion cost by reducing energy cost per kg.,Domain-Specific / Other,Reducing Conversion Cost By Reducing Energy Cost Per Kg.,5,,hard,Domain-Specific / Other
Reduction,Domain-Specific / Other,Reduction,5,,hard,Domain-Specific / Other
Referencing,Domain-Specific / Other,Referencing,5,,hard,Domain-Specific / Other
Refinery,Domain-Specific / Other,Refinery,5,,hard,Domain-Specific / Other
Regional Accounts,Domain-Specific / Other,Regional Accounts,5,,hard,Domain-Specific / Other
Regional Sales,Sales & Marketing,Regional Sales,5,,hard,Sales & Marketing
Regression Analysis,Domain-Specific / Other,Regression Analysis,5,,hard,Domain-Specific / Other
Regression Testing,Domain-Specific / Other,Regression Testing,5,,hard,Domain-Specific / Other
Regulatory,Domain-Specific / Other,Regulatory,5,,hard,Domain-Specific / Other
regulatory and other requirements for Finished Products,Design Skills,Regulatory And Other Requirements For Finished Products,5,,hard,Design Skills
Regulatory and Personnel & Admin. Other documentary works involve review of the change control,Domain-Specific / Other,Regulatory And Personnel & Admin. Other Documentary Works Involve Review Of The Change Control,5,,hard,Domain-Specific / Other
Regulatory Audits,Finance & Accounts,Regulatory Audits,5,,hard,Finance & Accounts
Regulatory Compliance,HR & Recruitment,Regulatory Compliance,5,,hard,HR & Recruitment
Regulatory Compliance Management Accounting,Finance & Accounts,Regulatory Compliance Management Accounting,5,,hard,Finance & Accounts
Regulatory Reporting,Domain-Specific / Other,Regulatory Reporting,5,,hard,Domain-Specific / Other
rejection,Domain-Specific / Other,Rejection,5,,hard,Domain-Specific / Other
Rejection Analysis,Domain-Specific / Other,Rejection Analysis,5,,hard,Domain-Specific / Other
Rejection Control,Domain-Specific / Other,Rejection Control,5,,hard,Domain-Specific / Other
REJECTION CONTROLLING,Domain-Specific / Other,Rejection Controlling,5,,hard,Domain-Specific / Other
rejection report,Domain-Specific / Other,Rejection Report,5,,hard,Domain-Specific / Other
related party transaction documentation,Design Skills,Related Party Transaction Documentation,5,,hard,Design Skills
Relationship building,Design Skills,Relationship Building,5,,hard,Design Skills
Relationship Management,Domain-Specific / Other,Relationship Management,5,,hard,Domain-Specific / Other
Release Strategy,Domain-Specific / Other,Release Strategy,5,,hard,Domain-Specific / Other
Remarkable ability to organize work and prioritize work ?,Domain-Specific / Other,Remarkable Ability To Organize Work And Prioritize Work ?,5,,hard,Domain-Specific / Other
Remedies,Domain-Specific / Other,Remedies,5,,hard,Domain-Specific / Other
remittance,Domain-Specific / Other,Remittance,5,,hard,Domain-Specific / Other
RENEWABLE ENERGY,Domain-Specific / Other,Renewable Energy,5,,hard,Domain-Specific / Other
Reorganization,Domain-Specific / Other,Reorganization,5,,hard,Domain-Specific / Other
Repair,Domain-Specific / Other,Repair,5,,hard,Domain-Specific / Other
repo Configuration Management : Ansible Database : MySQL,IT & Software,Repo Configuration Management : Ansible Database : Mysql,5,,hard,IT & Software
report generation,Domain-Specific / Other,Report Generation,5,,hard,Domain-Specific / Other
Report Preparation,Domain-Specific / Other,Report Preparation,5,,hard,Domain-Specific / Other
Report Writing,Domain-Specific / Other,Report Writing,5,,hard,Domain-Specific / Other
Reporting,Domain-Specific / Other,Reporting,5,,hard,Domain-Specific / Other
reporting &,Domain-Specific / Other,Reporting &,5,,hard,Domain-Specific / Other
reporting & documentation,Domain-Specific / Other,Reporting & Documentation,5,,hard,Domain-Specific / Other
Reporting and Analysis,Domain-Specific / Other,Reporting And Analysis,5,,hard,Domain-Specific / Other
reporting skills,Domain-Specific / Other,Reporting Skills,5,,hard,Domain-Specific / Other
Reporting Tools,Domain-Specific / Other,Reporting Tools,5,,hard,Domain-Specific / Other
reporting tools - cognos,Domain-Specific / Other,Reporting Tools - Cognos,5,,hard,Domain-Specific / Other
representation to excise office. Can do assist in ROC fillings : XBRL filing 23AC,Domain-Specific / Other,Representation To Excise Office. Can Do Assist In Roc Fillings : Xbrl Filing 23Ac,5,,hard,Domain-Specific / Other
representation to tax authorities. Assist in preparation of (CMA) Credit Monitoring Arrangement data for working capital & Term loan. Managing of working capital a,IT & Software,Representation To Tax Authorities. Assist In Preparation Of (Cma) Credit Monitoring Arrangement Data For Working Capital & Term Loan. Managing Of Working Capital A,5,,hard,IT & Software
Requirement Analysis,Design Skills,Requirement Analysis,5,,hard,Design Skills
requisition,Design Skills,Requisition,5,,hard,Design Skills
research,Domain-Specific / Other,Research,5,,hard,Domain-Specific / Other
research analysis,Domain-Specific / Other,Research Analysis,5,,hard,Domain-Specific / Other
Research Associate,Domain-Specific / Other,Research Associate,5,,hard,Domain-Specific / Other
Research Scientist,Domain-Specific / Other,Research Scientist,5,,hard,Domain-Specific / Other
Resin,Domain-Specific / Other,Resin,5,,hard,Domain-Specific / Other
resin production,Operations & Production,Resin Production,5,,hard,Operations & Production
Resolving Issues,Domain-Specific / Other,Resolving Issues,5,,hard,Domain-Specific / Other
Resolving Issues. SAP FICO- ECC 6.0 & S,Domain-Specific / Other,Resolving Issues. Sap Fico- Ecc 6.0 & S,5,,hard,Domain-Specific / Other
resource allocation,Domain-Specific / Other,Resource Allocation,5,,hard,Domain-Specific / Other
resource deployment,Domain-Specific / Other,Resource Deployment,5,,hard,Domain-Specific / Other
resource management,Domain-Specific / Other,Resource Management,5,,hard,Domain-Specific / Other
