person_id,institution,program,start_date,location
51289,,,,
51290,High school or equivalent,,,
51291,Western Governor's University,Bachelor's of Science in Information Technology,,
51292,Plymouth State University,Diploma in Career and Technical Education,09/11,"Plymouth, NH"
51292,Salem High School,,08/07,"Salem, NH"
51294,Devry University,EMT and IT focus,10/14,local community college
51296,"Arizona - Mesa, AZ",Certificate of Completion in Information Technology: Cisco Networking in Information Technology,,"Arizona - Mesa, AZ"
51297,Brownwood Senior High School,,,"Brownwood, TX"
51298,Homestead Job Corps Center,computers and electronic devices,05/12,"Miami, FL"
51299,Indiana Wesleyan University,Businesses information system in Computer information systems,09/17,"Marion, IN"
51300,Monroe College,MS in Computer Science,01/18,"Bronx, NY"
51301,Waubonsee Community College,,,"DeKalb, IL"
51302,Chattanooga State Community college,Associate in Network Management,08/2013,"Chattanooga, TN"
51302,Samara State Aerospace University,Master of Science,,"Samara, RU"
51303,Kent State University,Bachelor's in Computer Science w/ Physics,09/2007,"Cleveland, OH"
51303,Tech Elevator,Bootcamp in Full-Stack Java Development,05/2019,"Cleveland, OH"
51304,Southern New Hampshire University,AS in Business Administration,2015/08,"Manchester, NH"
51304,Northern Virginia Community College,AS in Business Administration,2012/08,"Annandale, VA"
51305,Tunxis Community College,Associate in Computer science,06/16,"Farmington, CT"
51305,New Britain High School,,2011,"New Britain, CT"
51305,Bradford Hall Career institute,Computer Networking,2014,"Southington, CT"
51306,University of Houston,Bachelor's in Computer Engineering Technology,08/2010,"Houston, TX"
51307,Ace Institute of Technology,,10/2016,"New York, NY"
51307,Wadleigh Secondary High School,,06/2001,"New York, NY"
51308,University of Maryland,BS / Cyber Security,09/20,"Glenarden, MD"
51309,Pennsylvania State University,B.S. in Information Sciences and Technology,12/19,
51310,George Mason University,Master's in Computer Engineering,2011/09,"Fairfax, VA"
51310,University of Mumbai,Bachelor's in Computer Engineering,2006/09,"Mumbai, Maharashtra"
51311,InterAmerican University of Puerto Rico,A.S in Communications,2006,
51312,POST UNIVERSITY,B.S. in Computer Information Science,12/15,"Waterbury, CT"
51312,NAUGATUCK VALLEY COMMUNITY COLLEGE,A.S. in General Studies,05/12,"Waterbury, CT"
51313,,,,
51314,UNIVERSITY OF MISSISSIPPI,BACHELOR'S OF SCIENCE in HEALTH/EXERCISE SCIENCE,05/07,May 2007
51315,University of Central Florida,Bachelor of Science,2011/09,"Orlando, FL"
51316,Bellevue University,Master's degree in Cybersecurity,06/2017,
51316,SUNY Farmingdale,Bachelors of Information Technology in Network Administration,,SUNY Cobleskill
51317,Cleveland State University,Bachelor of Business Administration degree in Information Systems,Present,"Cleveland, OH"
51317,Cuyahoga Community College,Associates of Applied Business in IT Networking Software,Present,"Cleveland, OH"
51318,FLORIDA GULFCOAST UNIVERSITY,Bachelor of Science in Computer Information System,,"Fort Myers, FL"
51319,Automotive Elgin Community College,,,
51320,National Polytechnic Institute (IPN Mexico City),B.S. Communications and Electronics,07/2004,"Mexico City, Mexico"
51322,Interactive College of Technology,Diploma in Computer Information Systems,2018/,"Atlanta, GA"
51322,Omnitech Institute,Diploma in Computer Information Systems,2014/,
51322,American Intercontinental University,Computer Information Systems,2011/,
51323,,,,
51324,Gadsden State Community College,Automotive Service,01/11,"Gadsden, AL"
51325,Homeschooled,High school or equivalent,,
51326,,,,
51327,College Park,Associate of Arts degree in Business Management,06/17,"College Park, MD"
51327,Borough of Manhattan Community College,Bachelor of Science degree in Computer Networks & Cyber Security,05/13,
51328,Ivy Tech Community College,Associate Science In Computer Info Systems,n/a,"Logansport, IN"
51330,George Mason University,Bachelor's of Arts in Government International Politics,2006,
51331,University of Massachusetts Lowell,Electrical Engineering,,"Lowell, MA"
51332,University of Aberdeen,PhD in humanities,,
51332,Southern New Hampshire University,technical education,,
51333,University Of Guadalajara,Master of Science in Environmental Biotechnology,2010/09,"Guadalajara, MX"
51333,Technological Institute Of Zapopan,MBA in Electrical Engineering,2008/09,"Guadalajara, MX"
51333,Technological Institute Of Zapopan,MBA in Compute Systems Engineering,2007/09,"Guadalajara, MX"
51334,Louisiana State University,Bachelor's in Computer Science,09/2014,"Shreveport, LA"
51334,Bossier Parish Community College,Associate in Information technology,09/2010,"Bossier City, LA"
51335,Morris Graduate School of Management,MBA in Management,2015/00,
51335,Westwood College,Information Systems Security,2012/00,
51336,California State University - Fullerton,Bachelor of Arts in Applied Mathematics,12/16,"Fullerton, CA"
51337,Kennesaw State University,Master of Science in Information Technology,08/YY,"Marietta, GA"
51337,University of Lagos,Bachelor of Science in Electrical/Electronics Engineering,12/09,"Lagos, NG"
51338,New Jersey Institute of Technology,Bachelor of Science in Information Technology,01/16,"Newark, NJ"
51338,Brookdale Community College,"Associates of Science, Computer in Computer Science",01/15,"Lincroft, NJ"
51339,IntelliTec College,Associates Degree in Computer and Network Systems Administration,12/2006,
51340,ECPI University,BS Network Security,04/07,"Richmond, VA"
51341,ECPI University,Electronics Engineering,12/2016,
51341,Screven County HS,High School Diploma,08/2007,
51342,St. Joseph's University,Bachelor of Arts in Psychology,2008/09,"New York, NY"
51343,Western Governors University,Bachelor of Science degree in Cybersecurity and Information Assurance,,
51343,Mercy College,Bachelor of Science degree in Computer Information Systems,,
51344,Dr. Rafael Belloso Chacín University,Bachelor of Science in Electrical Engineering,2007,"Maracaibo, Zulia, Venezuela"
51346,Dunwoody College of Technology,Associate's in Computer Networking Systems,,
51347,Cuyahoga Community College Metro Campus,Certificate of Completion in Test scheduled,10/16,"Cleveland, OH"
51347,Cuyahoga Community College Metro Campus,CCNA,10/16,"Cleveland, OH"
51348,Langston University,Bachelors of Science in Health Administration,06/10,"Langston, OK"
51349,University at Buffalo,Bachelor of Arts in English Literature,,
51350,New York Institute of Technology,Bachelor of Science in Electrical and Computer Engineering,2015,"New York, NY"
51351,The University of Phoenix,Bachelor of Science in Information Technology in Information Technology,05/13,
51351,Virginia College at Austin,Associate of Applied Science in Network Engineering in Network Engineering,08/06,
51353,University of Phoenix,Bachelor of Science in Information Technology,06/14,"Arlington, VA"
51354,Everest College,AAS in Computer Science,12/10,"Portland, OR"
51355,Paul Robeson High School,High School Diploma,,"Chicago, IL"
51356,Azusa Pacific University,Bachelor's in Psychology,12/19,December 2019
51357,Virginia Commonwealth University,Bachelor of Science in Information Systems,12/09,"Richmond, VA"
51358,,,,
51359,University of Douala,Bachelor's in computer science,10/2010,"Douala, CM"
51360,ITT Technical Institute,Associate of Applied Science in Information Technology in Network Systems Administration,12/2014,"Owings Mills, MD"
51361,WESTERN MICHIGAN UNIVERSITY,Master of Strategic Management in Strategic Management,12/19,"Kalamazoo, MI"
51361,"KELLEY SCHOOL OF BUSINESS, INDIANA UNIVERSITY",Master of Business Administration in Business Administration,11/18,"Bloomington, IN"
51361,JORDAN UNIVERSITY OF SCIENCE AND TECHNOLOGY,Master of Science in Electrical Engineering,05/13,
51362,Surry Community College,AAS in Computer Information Technology,05/13,"Dobson, NC"
51363,New Mexico State University,M.S in Computer Science,09/2015,New Mexico
51363,National Aerospace University,B.Eng in Computer Engineering,06/2015,
51365,Pennsylvania State University - Great Valley,Master of Science in Information Science,08/2013,"Malvern, PA"
51365,Saint Joseph's University,Bachelor of Science in Legal Studies,08/2010,"Philadelphia, PA"
51367,UNIVERSITY OF PHOENIX,,2018,
51368,Higher Polytechnic Institute,Bachelor of Science in Electrical Engineering,,
51369,Columbus State Community College,Associate of Applied Science in Computer Science in Cyber Security Track,05/19,"Columbus, OH"
51369,IPMC College of Technology,Diploma in Hardware and Network Engineering in Hardware and Network Engineering,05/11,"Accra, GH"
51370,Tidewater Community College,Associates in Information Technology,08/YY,"Virginia Beach, VA"
51372,Lansing Community College,Associate Applied Science in COMPUTER REPAIR AND SUPPORT,08/2014,"Lansing, MI"
51372,Jose Machado University,LICENCIATE IN COMPUTER SCIENCE,09/2003,Manzanillo
51372,Boris Luis SantaColoma,HIGH SCHOOL DIPLOMA,09/2000,Manzanillo
51373,Stevens Institute of Technology,Computer Science,2010,"Hoboken, NJ"
51375,Carroll College,Bachelor of Arts in Computer Science in Software Engineering Design,05/16,"Helena, MT"
51376,Vista college,Associate of applied science in network administration,"Amarillo, TX","Amarillo, TX"
51377,University of Phoenix,BS in Information Technology,05/2005,
51380,Mumbai University,Bachelor of Engineering in Electronics and Telecommunications,09/2009,"Mumbai, Maharashtra"
51381,California Institute of Arts and Technology,Associate of Science in Computer Information Systems/networking,06/16,"Visalia, CA"
51382,Autry Technology Center,Information Technology,2010/01,"Enid, OK"
51383,Université de Picardie Jules Verne,Master's in Information in systems and nomadic computing,10/2010,"Amiens, FR"
51383,University of Douala,Master's in Computer Engineering in Computer Engineering,10/2007,"Douala, CM"
51383,University of Douala,Associate in Computer in Computer,10/2003,"Douala, CM"
51384,High school,,05/17,"Bluffton, SC"
51385,University of Maryland University College,CCNA,08/16,
51385,University of Maryland University College,Network+ Certification,06/15,
51385,Virginia Commonwealth University,,2009,"Richmond, VA"
51386,ITT Technical Institute-Murray,Bachelor's in Information Systems Security,,Murray
51386,ITT Technical Institute-Murray,Associate in Computer Network Systems,,Murray
51387,Bellevue University,Bachelors in Information Systems Management,09/04,"Bellevue, NE"
51388,University of Maryland University,,,"College Park, MD"
51389,Emerald High School,Business Finance and Accounting,05/2007,"Greenwood, SC"
51389,Limestone College,Computer Science Information Technology,,"Gaffney, SC"
51389,Piedmont Technical College,Information Technology,,"Greenwood, SC"
51389,University of Pheonix,Cisco Networking,,"Honolulu, HI"
51390,DeVry University,Bachelor of Applied Science degree in Technical Management,02/17,"Independence, OH"
51391,MILLER MOTTE TECHNICAL COLLEGE,MCSE,07/01,July 2001
51392,Western Governors University,Master of Science,06/18,"Salt Lake City, UT"
51392,California State University,Bachelor of Science,06/16,
51393,,,,
51394,GREAT BAY COMMUNITY COLLEGE,Associate's Degree in Information Systems Technology in Database Design and Management,05/13,"Portsmouth, NH"
51394,UNIVERSITY OF NEW HAMPSHIRE,Bachelor of Arts in Geography in Geography,05/08,"Durham, NH"
51395,Judson University,BUSINESS ADMINISTRATION,,
51395,"Rockford Career College - Rockford, IL",COMPUTER SYSTEMS ENGINEERING,,"Rockford, IL"
51396,University of Detroit Mercy School of Law,J.D. in Law,2004,"Detroit, MI"
51396,University of Michigan,B.S. degree in Communications,1999,"Dearborn, MI"
51397,Becker College,"BS in Computer Game Development & Design, BS in Computer Systems Engineering Technology",2011,"Worcester, MA"
51398,Landstown High School,High School Diploma,2013,"Virginia Beach, VA"
51398,Tidewater Community College,General Studies,,"Virginia Beach, VA"
51398,Information Technology Marine Corps Communications And Electronics School,,2014,"Twentynine Palms, CA"
51399,Fountainhead College of Technology,Bachelor of Applied Science in Network Security & Forensics,08/2014,"Knoxville, TN"
51399,Fountainhead College of Technology,Associate of Occupational Science in Information Technology,08/2010,"Knoxville, TN"
51400,West Kentucky Community and Technical College,Associate in Applied Science in Computer and Information Technology,Present,"Paducah, KY"
51400,Murray State University,"Bachelor of Science, Health & Physical Education, P-12",05/16,"Murray, KY"
51401,LaGuardia Community College,Associate in Science degree in Computer Science,12/19,"Long Island, NY"
51402,University of Texas at Austin,"Master's in Information Studies, specialization Business Analytics and Product Management",05/19,"Austin, TX"
51402,Guru Tegh Bahadur Institute of Technology,Bachelor of Technology in Information Technology,05/12,"Delhi, Delhi"
51403,Stony Brook University,Bachelor of Science degree in Information Systems,08/2013,"Stony Brook, NY"
51406,ECPI University,BS,06/13,"Raleigh, NC"
51407,High school or equivalent,,,
51408,Grossmont College,Associates of Science in Social and Behavioral Science,2017,"El Cajon, CA"
51408,Imperial Beach Adult School,A+ certification,2012,"Imperial Beach, CA"
51409,University of Alabama at Birmingham,Accountancy Bridge Program to Masters in Accountant,08/18,"Birmingham, AL"
51409,University of South Alabama,Bachelor of Science in Speech and Hearing Sciences,12/09,"Mobile, AL"
51410,UNIVERSITY OF MARYLAND UNIVERSITY COLLEGE,Bachelor of Science in COMPUTER INFORMATIONS SYSTEMS MANAGEMENT,Present,"Adelphi, MD"
51411,Chubb Institute,Diploma in Network Technician,05/03,"Parsippany, NJ"
51412,University of Missouri - Columbia,M.Ed in Educational Technology,03/15,"Columbia, MO"
51412,Lincoln University,B.S. in Computer Information Systems,2010,"Jefferson City, MO"
51413,Western Governor's Univ,B.S. in Cybersecurity and Information Assurance,,
51414,"Oklahoma State University IT - Okmulgee, OK",Bachelor's Degree in Technology in Information Assurance and Digital Forensics in Technology,2014,"Okmulgee, OK"
51414,"Rose State College - Midwest City, OK",Associates in Applied Science in Cyber Security in Cyber Security,2013,"Midwest City, OK"
51414,"Harrah High School - Harrah, OK",High School Diploma,2011,"Harrah, OK"
51415,Jackson State Community College,,2009/09,"Jackson, TN"
51416,Western High School,High School Diploma,10/2018,"Davie, FL"
51416,Microsoft Software & Systems Academy,Server & Cloud Administration,05/2019,
51417,New Horizons Computer Learning Center,IT Certification in Information Technology Certification,2017,"Orlando, FL"
51418,Nassau Community College,Associates degree in Computer Science,09/10,"Garden City, NY"
51419,TECHNOLOGICAL INSTITUTE OF THE PHILIPPINES,Bachelor of Science in Electrical Engineering,05/97,Electrical Engineering
51420,Kennesaw State University,Bachelor Degree in Cybersecurity,08/2018,"Kennesaw, GA"
51420,Ogeechee Technical College,Associate Degree in Networking Specialist and Computer Support,05/2013,"Statesboro, GA"
51421,Keller Graduate School of Management,MBA,2019/20,
51421,DeVry University,Bachelor of Science in Technical Management,2013/17,
51422,University of Phoenix,AS in Finance,10/11,
51423,Montgomery College,A.A.S.,01/18,"Rockville, MD"
51424,Thomas A. Edison State College,Bachelor's in Nuclear Energy Engineering Technologies,03/19,"Trenton, NJ"
51425,Maharaja Agrasen Institute of Technology,B.Tech in Information Technology,05/15,
51426,Ambo University,Bachelor Degree in Computer science,07/10,"Addis Ababa, ET"
51427,Gannon University,Master's in Data Science,01/19,"Erie, PA"
51427,Maharishi Dayanand University,Bachelor of Technology in Information Technology,05/13,"Rohtak, Haryana"
51428,University of Ngaoundere,Bachelor's in Architecture of Systems and Network,10/2011,Ngaoundere
51429,Trident Academy of Technology,Bachelor of Technology in Computer Science Engineering,,"Bhubaneshwar, Orissa"
51430,Anthem Institute,,,"Parsippany, NJ"
51431,Albany Technical College,Associates Degree in Microcomputers,05/03,"Albany, GA"
51432,Tennessee College of Applied Technology-Pulaski,CompTia A+ and Network+ Certification in Computer OS and Network Technology,,"Pulaski, TN"
51432,Jackson State Community College,None in Computer Sience,,"Jackson, TN"
51433,Western Governors University,BS in Software Development,08/18,"Salt Lake City, UT"
51433,Health Services Management Tech School,,02/13,"Fort Sam Houston, TX"
51434,CONCORDIA COLLEGE,"Bachelor of Arts in Economics, MIS",05/14,"Moorhead, MN"
51435,Western Governor's University,Computer Engineering,2010,
51435,East Tennessee State University,Computer Science and Astrophysics,2007,"East, Tennessee, US"
51436,Yakima Valley College,Bachelor of Applied Science in Information Technology in Information Technology,2017,"Yakima, WA"
51437,Wilmington University,,07/2003,"New Castle, DE"
51438,North High School,General,09/1969,"Des Moines, IA"
51439,University of Phoenix,Bachelor of Science in Business Information Systems,09/95,"Salt Lake City, UT"
51439,Weber State University,General Studies,09/92,"Ogden, UT"
51439,University of Utah,General Studies,09/89,"Salt Lake City, UT"
51440,Indiana Tech,BS Business Administration in Management Information Systems,01/17,"Fort Wayne, IN"
51441,Western Governors University,BS in Systems and Cloud Administration,05/18,"Happy Valley, OR"
51441,University of Phoenix,Associate of Arts in Information Technology,07/12,
51442,Mississippi State University,BA in Business Administration,09/09,"Starkville, MS"
51443,University of Massachusetts Lowell,Master's in healthcare management,03/19,"Lowell, MA"
51444,OAKTON COMMUNITY COLLEGE,ASSOCIATE IN ARTS,2008,
51445,New Horizons Learning Center,CCNA,2010/00,"Waltham, MA"
51445,ITT Technical Institute,MCSE,2002/00,"Woburn, MA"
51446,Community College of the Air Force,Associate of Science in Information Systems Management,2019/,"Montgomery, AL"
51447,Southern Technical College,Associate in Network Engineering Administration,06/15,"Tampa, FL"
51448,Al-Rafidain University College,Bachelor's in computer and communication engineer,,Baghdad
51449,New Horizons Academy,Configuration & Management,08/2015,"Miami, FL"
51449,Miami Dade College,Cisco Certified Network Associate,10/2013,"Miami, FL"
51449,Miami Dade College,CCNA,06/2013,"Miami, FL"
51449,University of Havana,Certificate in Business,03/2008,"Havana, CU"
51449,University of Havana,Bachelor's Degree in Information Science,06/2003,"Havana, CU"
51449,University of Havana,Certificate,1996,"Havana, CU"
51450,Western Governors University,Bachelors of Science in Information Technology in Security,2015/01,"Salt Lake City, UT"
51450,Ashford University,Associate of Arts in Business,2011/01,"Clinton, IA"
51450,Center for Information Dominance Learning Site,"Technical Training: Active Directory, CISCO Routers and Routing Basics, CompTIA Sec+, Exchange Server, Network Administration, Server Administration",2014/07,"San Diego, CA"
51450,Center for Information Dominance Learning Site,"Technical Training: NTCSS Manager, Server Administration (Redhat Linux)",2012/02,"San Diego, CA"
51452,DeVry University,Bachelor of Science in Network Administrator,03/11,"Miramar, FL"
51453,State Pedagogical University,MA in Linguistics,,Ukraine
51454,Baldwin-Wallace College,Bachelors of Music in Leadership,09/2005,"Berea, OH"
51455,East Central University,BA in History,05/09,"Ada, OK"
51456,Middlebury College,Bachelor of Arts in Film and Media Studies,09/2005,"Middlebury, VT"
51457,Wayland Baptist University,,,
51458,Fairleigh Dickinson University,MASTER OF SCIENCE in Electrical Engineering,05/16,"Teaneck, NJ"
51458,Appa Institute of Engineering and Technology,BACHELOR OF ENGINEERING in Electronics & Communication Engineering,06/14,
51459,University of Southern California,Master of Science in Electrical Engineering,05/18,"Los Angeles, CA"
51459,Jodhpur National University,Bachelor of Technology in Electronics and Communication,05/15,"Jodhpur, Rajasthan"
51460,Delaware County Community College,Associate in Business Administration,01/94,"Dover, DE"
51461,Billings Senior High School,,2009,"Billings, MT"
51462,Stockton College CE Program,,09/2010,"Township of Galloway, NJ"
51462,Atlantic Cape Community College,,09/2001,"Mays Landing, NJ"
51462,Ocean City High School,,09/1995,"Ocean City, NJ"
51463,University of Phoenix,Associates in Applied Science in Information Systems Technology,,
51464,High school or equivalent,,,
51465,University of Memphis,Bachelor Degree in Management Information Systems,2010,"Memphis, TN"
51465,Jackson State Community College,Associate of Applied Science degree in Microcomputer Networking,2005,"Memphis, TN"
51465,Information Technology Training Lab Four Professional Development Center,,2014,"Memphis, TN"
51466,New England Institute of Technology,Associate in Science degree in Information Technology/ Network Engineering,05/13,"East Greenwich, RI"
51467,TESST University,Computer Networking Technologies,09/2010,"Beltsville, MD"
51467,ITT Technical Institute,,09/2008,"Owings Mills, MD"
51467,Anne Arundel Community College,General Studies,09/2004,"Annapolis, MD"
51467,Anne Arundel High School,,09/2000,"Gambrills, MD"
51468,University of Management and Technology,BACHELORS DEGREE in INFORMATION TECHNOLOGY,09/16,"Arlington, VA"
51468,Community College of The Air Force,INFORMATION TECHNOLOGY ASSOSCIATES DEGREE,09/15,
51469,LA Pierce College,,,"Winnetka, CA"
51470,Cabrillo College,Associate in Human Services,01/18,"Aptos, CA"
51470,Bay Area Medical Academy,Phlebotomy,06/13,"San Jose, CA"
51470,Santa Cruz High School,High school or equivalent in Diploma,06/09,"Santa Cruz, CA"
51471,Kelly Walsh High School,High school or equivalent,08/09,"Casper, WY"
51473,Some college,,,
51474,Databases COIN Consultancy and Training Institute,Diploma,,"Dunwoody, GA"
51474,Southern State Polytechnic University,,,"Marietta, GA"
51475,Ernest Righetti High School,,09/12,"Santa Maria, CA"
51476,JOMO KENYATTA UNIVERSITY OF AGRICULTURE AND TECHNOLOGY,Bachelor of Science in Electronic and Computer Engineering,09/2006,
51477,Our Lady of the Lake University,Master of Business Administration in Commerce Management,12/2004,"San Antonio, TX"
51477,The University of Iowa,Bachelor's Degree in Elementary Education,12/1997,"Iowa City, IA"
51477,Luther College,Business Management Degree,05/1991,"Decorah, IA"
51477,West High School,,05/1987,"Iowa City, IA"
51477,Northcentral University,Doctoral of Philosophy in Business Administration,,"Prescott Valley, AZ"
51478,Northwest Vista College,Security+ Certification,2011/11,
51479,Arcadia University,A+ Certification,09/2013,"Glenside, PA"
51480,Harper College,Associate in Music Education,,"Palatine, IL"
51480,ITT Technical Institute,Associate in Computer Networking Systems,,"Culver City, CA"
51481,State University of New York at Albany,Bachelor's in Business Administration and Information Technology Management,08/14,"Albany, NY"
51483,Platt College,AA in Information Technology and Networking,02/04,"Ontario, CA"
51484,ITT Technical Institute,Associate of Computer Science Degree in Information Technology,03/13,
51484,Strayer University,Bachelor of Science degree,,
51485,UNIVERSITY OF MISSISSIPPI,Community Planning DAY TRAINING PROGRAM,05/08,
51486,Baku State University,Bachelor in Applied Mathematics,09/2006,Baku
51487,Patapsco High School and Center For The Arts,"Routing: RIP, NAT, DHCP, HyperTerminal, Wire Shark and EIGRP, OSPF, BGP, ACL's, Static. * WAN, ISDN, Frame Relay, CSPF, LAN, VPN, PPP. * Switching: VLAN, VTP, and STP VLSM. * Microsoft: Word, PowerPoint, Excel, Photoshop. * Basic and Expert security for wireless and wired. * Identifying and creating cables. * Proposals and Web Designing using Go Live and HTML. * Setting and configuring wireless and wired WAN and LAN structures. * Configuration of IPv6. * Wireless Standards, Components, Security, Configuring, Troubleshooting. * Host Addressing DHCP DNS, ARP. Networking Academy Cisco. * CCNA Discovery 1: Network for Home and Small Business. * CCNA Discovery 2: Working at a Small Business or ISP. * CCNA Discovery 3: Introducing Routing and Switching in the Enterprise. * CCNA Discovery 4: Designing and supporting Computer Networks.",09/2006,"Baltimore, MD"
51487,Sollers Point Technical High School,,09/2006,"Baltimore, MD"
51488,H Washington College,,,
51489,San Diego State University,Bachelor of Applied Arts and Sciences in Graphic Design,05/04,"San Diego, CA"
51490,H Washington College,,,
51491,University of Phoenix,Bachelor of Science in Computer Science,03/16,
51491,Redlands East Valley High School,High School Diploma,01/04,"Redlands, CA"
51492,Cabrini University,B.A. in Communication,09/14,"Radnor, PA"
51493,"Austin Community College, San Jose Community College, Chattahoochee Valley Community College",,,
51494,"SUNY - New Paltz, NY",M.S in Computer Engineering,2014,"New Paltz, NY"
51495,Northern Illinois University,B.S. in Human Resource Management,,"DeKalb, IL"
51496,University of Phoenix,Master of Science in Computer Information Technology,08/YY,"Jacksonville, FL"
51496,University of North Florida,Bachelor of Science in Computer and Information Sciences,,"Jacksonville, FL"
51496,Florida Community College at Jacksonville,Associate in Science in Network Services Technology,,"Jacksonville, FL"
51497,Pierce Community College,Associates of Arts and Science in Arts and Science,2007,
51498,Regis University,BS in Computer Information Systems,2007/08,
51499,American Public University,Bachelors of Science in Information Technology Management,05/18,Charlestown
51499,Central Texas College,Associates of Arts in Interdisciplinary Studies,05/17,"Killeen, TX"
51500,Certified College of IT Professional Studies,Diploma in Network Engineering,2007/,"Accra, GH"
51500,UNIVERSITY OF CAPE,Certificate,2006/,
51500,NIIT,Diploma in Engineering,2006/,"Accra, GH"
51500,SOLID AFRICA MISSION INTERNATIONAL COMPUTER TRAINING SCHOOL,,2005/,
51501,UMUC,Bachelor's in Computer Networking and Cyber Security,10/2016,
51501,College of the Air Force,Associate in Applied Systems Technology,2017,
51501,College of the Air Force,Associate in logistics,2010,
51502,Saskatchewan Polytechnic,Associate in Electronics Repair,06/08,"Moose Jaw, SK"
51502,Eastern Washington University,BA in Computer science,,
51503,Shepherd University,Bachelor of Science in Computer Science,,"Shepherdstown, WV"
51504,Cheyney University of Pennsylvania,B.A. degree in Communication,08/11,"Cheyney, PA"
51505,Georgia Southern University,,2003/08,"Statesboro, GA"
51506,Southeast Technical Institute,,12/12,
51508,Perry Technical Institute,Certificate of completion in Information Technology and Communication Systems,01/12,
51509,University of Hertfordshire,Bachelor of Science in Computer Science,08/2010,Hertfordshire
51509,TESST College of Technology,Associate of Science in Network Information Technology,02/2004,"Towson, MD"
51509,South East Port of Spain Government Secondary,Certificate in 7 Subjects,09/1990,"Saint Georges, DE"
51510,High school or equivalent,,,
51511,Technical Institute,A.A.S. in Information Systems Administrations,07/2015,
51512,Collins College,Associates of Applied Science in Information Technology,06/13,
51513,UTAH VALLEY UNIVERSITY,BS in Information Technology,12/19,
51513,SALT LAKE COMMUNITY COLLEGE,AAS in Network Systems,10/14,
51514,NORTHERN MICHIGAN UNIVERSITY,BACHELOR OF SCIENCE in POLITICAL SCIENCE/PRE-LAW,2009/09,
51514,CHEBOYGAN AREA HIGH SCHOOL,,2005/09,
51515,Westwood College,Bachelor of Science degree in Management,06/15,"Annandale, VA"
51516,Mesa Community College,Associate in Networking System Administration,Present,"Mesa, AZ"
51517,High school or equivalent,,,
51518,"The Polytechnic, ile-Ife",Bachelor's in Computer Science,09/16,ile-Ife
51518,Ogun State Institute of Technology,National Diploma(Associate) in Computer Science,09/11,
51518,NIIT,Diploma in e-Technology Computing,09/08,
51519,Gateway Community College,Computer Science Networking Degree,09/06,"New Haven, CT"
51519,Cheshire High School,High School Diploma,,"Cheshire, CT"
51520,COLLIN COUNTY COMMUNITY COLLEGE,AAS in Electronic Engineering Technology,2013/14,"McKinney, TX"
51521,Yavapai College,A.A.S. in Electrical & Instrumentation Technology,05/21,"Prescott, AZ"
51521,Lehigh Carbon Community College,A.A.S. in Computer Networking,05/17,"Schnecksville, PA"
51521,CUNY John Jay College of Criminal Justice,Bachelor's in Computer Information Systems,2016,"New York, NY"
51522,University of the South Pacific,Cisco Certified Network Associate,2013/00,
51522,Fiji National University,Diploma in Business Applied Computing in Tertiary Education,2010/00,
51522,Savusavu Secondary School,,2005/00,
51522,Ahmadiyya Muslim College,,2001/00,
51523,ITT Technical Institute,Associates of Applied Science degree in Applied Science,2013,"Westminster, CO"
51525,Tidewater Community College,General Studies,,"Portsmouth, VA"
51525,Churchland High School,,,"Portsmouth, VA"
51526,Northwest Lineman College,Electric Infrastructure,08/16,"Oroville, CA"
51527,University of Guyana,Associate in Computer Science,09/01,Georgetown
51528,Commonwealth Technical Institute,Associate Specialized Tech in Information Technology,08/2007,"Johnstown, PA"
51528,Central Dauphin East Shs,High school diploma,2006,"Harrisburg, PA"
51529,New England Institute of Technology,Bachelor of Science degree in Information Technology/ Network,09/2012,"East Greenwich, RI"
51530,PAF-Karachi Institute of Economics and Technology,Bachelor of Engineering in Electronics,,
51530,Lonestar College,AAS Degree,,
51532,Michigan State University,Bachelor of Arts,09/2013,"East Lansing, MI"
51532,Crockett Technical High School,High School Diploma,2012,"Detroit, MI"
51532,Golightly Career and Technical Center,Certification in Information Technology,2012,"Detroit, MI"
51533,Carnegie Mellon University,Master's in Software Management,08/19,"Sunnyvale, CA"
51533,National Chiao Tung University,Master's in Computer Science and Engineering,09/12,"Hsinchu City, Taiwan"
51533,National Chiao Tung University,Bachelor's in Computer Science,09/08,"Hsinchu City, Taiwan"
51534,Coastal Carolina University,Sociology,06/2008,"Conway, SC"
51535,University of South Alabama,Bachelor's in Double Major Computer and Electrical Engineering,05/11,"Mobile, AL"
51536,Crowder College,Associate in Computer & Network Administration,01/13,"Neosho, MO"
51536,,High school or equivalent in GED,,
51537,Southern New Hampshire University,Master of Arts in Communications,2017,"Manchester, NH"
51537,University of Bridgeport,Bachelor of Arts,2004,"Bridgeport, CT"
51538,Azad university,BS in Electronic Technology Engineering,09/2010,Tehr?n
51539,Forest Hill High School,High school or equivalent,2004/08,
51539,Mississippi School for Mathematics and Science,High school or equivalent,2006/08,
51539,Mississippi State University,Bachelor's in Computer Science,2009/01,
51540,Caldwell High School,High School Diploma,,"Caldwell, ID"
51540,Stevens-Henager College,Associates Degree,,"Nampa, ID"
51541,National Academy of Sciences of the Republic of Armenia,Master in Radioengineering and Communication Systems,09/13,Yerevan
51541,State Engineering University of Armenia (Polytechnic),BA in Radioengineering and Communication,09/07,Yerevan
51542,Northwest Florida State College,Degree Seeking in Computer Engineering/ Computer Science,,"Niceville, FL"
